Marca,Modelo,Motor,Potencia (cv),Precio (€),Km,Ciudad,Año,Image
BMW,Bmw Serie 3 318dA Business,Diesel,150,21.200,57.725,Sevilla,2017,https://imgs.coches.com/coches/fotos/usados/2022/01/21/b/medium/0311560193138606-IMG_3359.JPG
BMW,Bmw X2 sDrive 18i,Gasolina,140,31.900,15.000,Las Palmas,2019,https://imgs.coches.com/coches/fotos/usados/2021/12/24/9/medium/85aaec3410d074dfb532ced7e6a278c8.jpeg
BMW,Bmw Serie 1 116d,Diesel,116,28.950,7.000,Las Palmas,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/24/0/medium/4cd66502857855a89dccc505f862d36f.jpeg
BMW,Bmw X1 sDrive 18dA Business,Diesel,150,28.500,38.000,Navarra,2019,https://imgs.coches.com/coches/fotos/usados/2021/12/15/3/medium/24dfbfca635ff1270ad65857bfe0239e.jpg
BMW,Bmw X1 sDrive 18dA,Diesel,150,23.900,79.000,Navarra,2016,https://imgs.coches.com/coches/fotos/usados/2021/12/15/9/medium/1d5e61d551508f0f96d20792c510e21c.png
BMW,Bmw Serie 2 218dA Gran Tourer,Diesel,150,25.950,27.694,Illes Balears,2019,https://imgs.coches.com/coches/fotos/usados/2022/01/21/6/medium/0311553061233101-7634kwr_photo_01.jpg
BMW,Bmw Serie 4 418d Gran Coupé,Diesel,150,22.250,98.500,Cordoba,2017,https://imgs.coches.com/coches/fotos/usados/2021/11/22/e/medium/030188285900-1637494348_085.jpg
BMW,Bmw Serie 4 418d Gran Coupé,Diesel,143,18.000,157.000,Granada,2015,https://imgs.coches.com/coches/fotos/usados/2022/01/26/d/medium/223123304549ee6e744304017257fc5facc4288c102_original.jpg
BMW,Bmw Serie 6 640iA Gran Turismo,Gasolina,340,35.900,54.900,A Coruña,2017,https://imgs.coches.com/coches/fotos/usados/2021/10/26/2/medium/c6a104755e7731c206c66cf5fb69bc75.jpg
BMW,Bmw Serie 6 630dA Gran Turismo,Diesel,265,42.995,79.800,Murcia,2018,https://imgs.coches.com/coches/fotos/usados/2021/10/14/b/medium/eb4da7cbf836af2f5575a79ef81cec58.JPG
BMW,Bmw Serie 1 116d,Diesel,116,15.990,41.300,Toledo,2016,https://imgs.coches.com/coches/fotos/usados/2021/10/19/f/medium/0296768483017c5b51-36bd-1393-104b-becaf18c3cc7.jpg
BMW,Bmw X5 xDrive 30dA,Diesel,258,31.890,154.747,Malaga,2017,https://imgs.coches.com/coches/fotos/usados/2021/10/26/7/medium/029766266113879117_01.jpg
Citroen,C3 1.2 PureTech S&S,Gasolina,83,12.999,2.968,Badajoz,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/14/a/medium/0305383453ff3df745aa822f1e0b46614ed0c16107_original.jpg
Citroen,Berlingo BlueHDi S&S Talla M,Diesel,100,22.700,3.000,Granada,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/d/medium/2d1d429d8d2b0daebdf73befe70b9f11.jpg
Citroen,Berlingo BlueHDi S&S Talla M,Diesel,100,22.770,3.000,Granada,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/29/e/medium/19b94d189010df1d4134cec65f6ae025.jpg
Citroen,C4 1.5 BlueHDI S&S Feel,Diesel,110,16.799,1,Alava,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/30/e/medium/0307809099017db13e-7d3d-04c0-e9b7-3490ea8afa5f.jpg
Citroen,C3 BlueHDi S&S Shine,Diesel,120,20.900,28,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/27/2/medium/265463763f662d998243048b3a06ebd1.jpg
Citroen,C4 1.5 BlueHDI S&S Live,Diesel,110,16.500,0,Burgos,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/12/d/medium/85b95c160d76966fb2baf79ba246af7c.jfif
Citroen,C4 1.5 BlueHDI S&S Live,Diesel,110,16.500,0,Burgos,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/12/4/medium/80d0631025ccd2c41e6f5f780da211ca.jfif
Citroen,C4 1.5 BlueHDI S&S,Diesel,130,23.400,0,Burgos,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/12/c/medium/a010d03e459df5e87a22a8a817ee882c.jpg
Citroen,C4 1.5 BlueHDI S&S,Diesel,130,23.400,0,Burgos,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/12/2/medium/ca2c977ddde220a80beed4dcd9d76c3b.jpg
Citroen,C4 1.5 BlueHDI S&S Live,Diesel,110,16.300,0,Burgos,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/10/1/medium/a68492742543216f56c4c3341b9111bc.jpg
Citroen,C4 1.5 BlueHDI S&S Live,Diesel,110,16.300,0,Burgos,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/10/3/medium/ceb1cbdc6dee8400ed3387161139afc4.jpg
Citroen,C5 Hybrid Feel EAT8,Híbrido,225,24.900,3.300,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/a/medium/0311559897114816-1-8497-LTN_wm.jpg
Citroen,C3 Puretech S&S Feel,Gasolina,130,19.500,10,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/1/medium/0311559351116676-1-2172-LRT_wm.jpg
Citroen,C4 1.2 PureTech Feel,Gasolina,130,16.890,1,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2021/09/08/1/medium/fc04cc64cfc85bb40221f5dc4ee98a07.jpg
Citroen,C4 ë - Feel 100kW,Eléctrico,136,22.690,1,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2021/09/08/7/medium/7c84a79dbe00ca39fe715a757947557a.jpg
Citroen,C5 Hybrid Feel EAT8,Híbrido,225,27.190,1,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2021/09/08/2/medium/e460cb9e4d3dab1c254d290c72eb1407.jpg
Citroen,C4 1.2 PureTech Feel,Gasolina,130,19.190,1,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2021/09/08/2/medium/5c942db334a7b0513d8db17fb027b07c.jpg
Citroen,C4 1.5 BlueHDI S&S Feel,Diesel,110,17.600,0,Burgos,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/10/1/medium/97b4ba8e29d8c6b2e6008fa9aadff0d1.jpg
Citroen,C4 1.5 BlueHDI S&S Feel,Diesel,110,17.600,0,Burgos,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/10/8/medium/67cbc9fb174ce2e72c200b202fa56763.jpg
Citroen,C4 1.5 BlueHDI S&S Feel,Diesel,110,18.000,0,Burgos,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/10/8/medium/8c632d5009796453349e416dd23fd137.jpg
Citroen,C-Zero Airdream Seduction,Eléctrico,67,6.500,55.920,Badajoz,2016,https://imgs.coches.com/coches/fotos/usados/2021/03/30/6/medium/23564885450667fa8267148c4cf6aa12.jpeg
Citroen,Saxo 1.4i Mónaco,Gasolina,75,2.199,230.000,Tenerife,1998,https://imgs.coches.com/coches/fotos/usados/2022/01/21/3/medium/de47ec42b4ec8b74ae59d9d449a08c80.jpg
Citroen,Berlingo BlueHDi S&S Talla M,Diesel,100,14.700,79.512,Madrid,2018,https://imgs.coches.com/coches/fotos/usados/2022/01/21/b/medium/0311559401117695-1-LN556678_wm1.jpg
Citroen,Berlingo BlueHDi S&S Talla M,Diesel,100,11.500,138.000,Tarragona,2018,https://imgs.coches.com/coches/fotos/usados/2022/01/18/9/medium/414293928415f247f98246ed5d7c046f.JPG
Citroen,C3 1.2 PureTech S&S,Gasolina,83,13.999,13.136,Alava,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/12/6/medium/0309982109017e4a3c-ddf8-0f5b-5a90-d80e59d34c0b.jpg
Citroen,C3 1.6BlueHDi S&S Feel,Diesel,99,10.900,95.000,Pontevedra,2017,https://imgs.coches.com/coches/fotos/usados/2021/12/31/0/medium/0307985601017e05f5-adc2-9141-ff9f-6ed7ed1bc7a5.jpg
Citroen,C5 Hybrid Feel EAT8,Híbrido,225,36.900,32.157,Alicante,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/21/b/medium/03115611691033594-1.jpg
Citroen,Berlingo PureTech S&S Talla,Gasolina,110,19.500,45.000,Pontevedra,2019,https://imgs.coches.com/coches/fotos/usados/2022/01/23/5/medium/0311810083017e8219-2984-e2c2-7155-09f00b49bf6d.jpg
Citroen,C3 Puretech S&S Shine,Gasolina,110,14.990,88.586,Madrid,2017,https://imgs.coches.com/coches/fotos/usados/2022/01/18/e/medium/031091345191187488-2347-4eb5-9938-377599cbf42e_original.jpg
Citroen,Berlingo Furgón Electric,Eléctrico,67,13.300,28.434,Alicante,2016,https://imgs.coches.com/coches/fotos/usados/2021/11/03/c/medium/0299213985e834ba59-e105-4df6-b212-ae9c7823e854_original.jpg
Citroen,Berlingo Furgón 1.6HDi 75,Diesel,75,9.500,90.700,Toledo,2016,https://imgs.coches.com/coches/fotos/usados/2021/10/19/d/medium/0296767253017bf404-6a38-21c0-5a17-da46da3dfda5.jpg
Citroen,C4 1.6BlueHDI Live 100,Diesel,99,10.400,126.501,Valencia,2016,https://imgs.coches.com/coches/fotos/usados/2021/06/21/1/medium/ee86bb5b0c596b8d67059054414fa6c1.jpeg
Citroen,Berlingo BlueHDi S&S Talla M,Diesel,130,19.500,100.825,Badajoz,2019,https://imgs.coches.com/coches/fotos/usados/2022/01/21/b/medium/03115123479152837c404a75472cc25a5ee2578f82_original.jpg
Citroen,C3 1.2 PureTech S&S,Gasolina,83,12.999,2.968,Badajoz,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/14/a/medium/0305383453ff3df745aa822f1e0b46614ed0c16107_original.jpg
Citroen,C3 1.6BlueHDi S&S Feel,Diesel,75,13.900,57.314,Cadiz,2017,https://imgs.coches.com/coches/fotos/usados/2021/10/18/b/medium/76013f4b6f68f611ee8d0cd82aee2fcd.jpg
Citroen,C4 1.5BlueHDi S&S Feel,Diesel,100,14.450,25.000,Malaga,2019,https://imgs.coches.com/coches/fotos/usados/2021/06/18/7/medium/dee0c53b21d2213959ed839cf0def27a.jpg
Citroen,C1 1.0 VTi Urban Ride 72,Gasolina,72,8.600,58.037,Sevilla,2018,https://imgs.coches.com/coches/fotos/usados/2022/01/25/6/medium/e5c8ff24ed0f20fa03bf7d49a2a95bc4.jpg
Citroen,C4 1.5BlueHDi S&S,Diesel,100,15.975,42.000,Cadiz,2018,https://imgs.coches.com/coches/fotos/usados/2022/01/20/3/medium/2c2c3ba3ac15b113bae9b89277ada7f0.jpg
Citroen,Berlingo Combi 2.0HDI,Diesel,90,2.800,367.255,Alicante,2006,https://imgs.coches.com/coches/fotos/usados/2022/01/19/6/medium/9cee6de2cf1007fc6f2a6af82d93fde5.jpg
Citroen,C4 Grand Picasso,Diesel,150,7.900,247.725,Pontevedra,2011,https://imgs.coches.com/coches/fotos/usados/2022/01/19/7/medium/074fceba7e3edf7554a2d5890768a3b2.png
Dacia,Sandero Stepway ECO-G,Gasolina,100,16.500,660,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/18/b/medium/41fa180f94ccddb85291c2f93375fed6.jpeg
Dacia,Sandero Stepway TCe,Gasolina,91,17.500,1.100,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/18/2/medium/639713a2336dc05804a5bf991a8ddf38.jpeg
Dacia,Sandero Stepway TCe,Gasolina,91,16.900,468,Valencia,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/18/2/medium/aa53334988b08789618446b51348c9d2.jpeg
Dacia,Duster 1.5 Blue dCi Comfort,Diesel,115,19.800,8,Asturias,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/12/9/medium/03050626811629904622414.jpg
Dacia,Duster 1.5 Blue dCi Comfort,Diesel,115,19.500,7.000,Asturias,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/24/a/medium/03022844471637682448873.jpg
Dacia,Duster 1.5 Blue dCi Comfort,Diesel,115,19.300,0,Asturias,2021,https://imgs.coches.com/coches/fotos/usados/2021/09/17/9/medium/02912709631629992149919.jpg
Dacia,Duster 1.5 Blue dCi Comfort,Diesel,115,19.300,8,Asturias,2021,https://imgs.coches.com/coches/fotos/usados/2021/09/17/c/medium/02912709211629789753077.jpg
Dacia,Sandero Stepway TCe,Gasolina,91,14.500,4.000,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/19/b/medium/b641c4e75f375d97c584dc3345a5ff10.jpg
Dacia,Sandero 1.0 Essential 55kW,Gasolina,75,9.900,6.800,Valencia,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/18/0/medium/7e8dbdbb4acefbf5acd819de076aa762.jpeg
Dacia,Sandero Stepway TCe,Gasolina,91,16.500,3.380,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/18/2/medium/0fce539a432fd4c28f1a9f2fcf5ef425.jpeg
Dacia,Sandero Stepway TCe,Gasolina,91,15.900,5.500,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/18/2/medium/5292e9ec6a02d697f3dca615865ed6ca.jpeg
Dacia,Lodgy 1.5Blue dCi Stepway,Diesel,115,16.495,8.000,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/25/5/medium/031217701444fddc07cd7f2fb8521cc732b40e9d5b_original.jpg
Dacia,Sandero ECO-G Comfort,Gasolina,100,15.500,9.058,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/20/6/medium/8eec7876ddcf56d83b1e1b94bf3694fa.jpeg
Dacia,Duster 1.5 Blue dCi Comfort,Diesel,115,18.190,8.900,Pontevedra,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/10/7/medium/0300071967m_img_58_48241_849284_1636450518.jpg
Dacia,Spring Electric Comfort Plus,Eléctrico,45,16.736,1,Las Palmas,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/25/2/medium/07c68cedd046340bf45b1cb3671276cb.jpg
Dacia,Duster 1.5Blue dCi Prestige,Diesel,115,21.100,25,Huelva,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/10/b/medium/41990d63c8f7061a57681719bbc2a28d.jpg
Dacia,Duster TCE GPF Serie,Gasolina,150,18.900,7.834,Pontevedra,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/30/3/medium/03032302871638204099775.jpeg
Dacia,Duster 1.5Blue dCi Comfort,Diesel,115,18.200,10,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/06/b/medium/03090933452dc36637a4d2c96fb615df988740e0ea_original.jpg
Dacia,Duster 1.5Blue dCi Comfort,Diesel,115,18.200,10,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/06/5/medium/03090925732dc36637a4d2c96fb615df988740e0ea_original.jpg
Dacia,Duster 1.5Blue dCi Comfort,Diesel,115,18.200,10,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/06/c/medium/03090868032dc36637a4d2c96fb615df988740e0ea_original.jpg
Dacia,Lodgy TCE GPF Comfort,Gasolina,130,14.500,27.301,Sevilla,2019,https://imgs.coches.com/coches/fotos/usados/2022/01/21/9/medium/0311560201138795-1.jpg
Dacia,Duster 1.5dCi Comfort 4x2,Diesel,110,11.500,141.000,Badajoz,2018,https://imgs.coches.com/coches/fotos/usados/2021/10/08/9/medium/853b49db832dcaea0e719cf743f3eaa4.jpeg
Dacia,Sandero 0.9 TCE Stepway 90,Gasolina,90,9.490,118.000,Tenerife,2015,https://imgs.coches.com/coches/fotos/usados/2021/12/29/8/medium/c63734aeda4af706a3a01737f5e4049e.jpg
Dacia,Sandero Stepway ECO-G,Gasolina,100,16.500,660,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/18/b/medium/41fa180f94ccddb85291c2f93375fed6.jpeg
Dacia,Sandero Stepway TCe,Gasolina,91,17.500,1.100,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/18/2/medium/639713a2336dc05804a5bf991a8ddf38.jpeg
Dacia,Sandero Stepway TCe,Gasolina,91,16.900,468,Valencia,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/18/2/medium/aa53334988b08789618446b51348c9d2.jpeg
Dacia,Sandero 0.9 TCE Stepway 90,Gasolina,90,11.000,80.520,Badajoz,2016,https://imgs.coches.com/coches/fotos/usados/2021/12/20/1/medium/2ea240d8c0d40c3d26efcca19cd58820.jpg
Dacia,Lodgy 1.6 GLP Stepway,Gasolina,110,16.500,12.360,Valencia,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/18/0/medium/2a3204c50a6ce128f110460c6f25e948.jpeg
Dacia,Sandero Stepway TCe,Gasolina,91,15.300,11.600,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/21/d/medium/10eac66a0a5bf5be05cfd0fa9ac6fd4d.jpeg
Dacia,Duster 1.5 Blue dCi Comfort,Diesel,115,19.800,8,Asturias,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/12/9/medium/03050626811629904622414.jpg
Dacia,Dokker 1.5dCi Ambiance N1,Diesel,90,6.449,180.742,Madrid,2016,https://imgs.coches.com/coches/fotos/usados/2022/01/18/c/medium/031099145115467095_01.jpg
Dacia,Duster 1.5 Blue dCi Comfort,Diesel,115,19.500,7.000,Asturias,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/24/a/medium/03022844471637682448873.jpg
Dacia,Duster 1.5 Blue dCi Comfort,Diesel,115,19.300,0,Asturias,2021,https://imgs.coches.com/coches/fotos/usados/2021/09/17/9/medium/02912709631629992149919.jpg
Dacia,Duster 1.5 Blue dCi Comfort,Diesel,115,19.300,8,Asturias,2021,https://imgs.coches.com/coches/fotos/usados/2021/09/17/c/medium/02912709211629789753077.jpg
Dacia,Logan 0.9 TCE GLP,Gasolina,90,9.900,9.000,Madrid,2019,https://imgs.coches.com/coches/fotos/usados/2022/01/25/9/medium/68ab0b27a1fd48a04be55a5bc0c3cdfc.jpg
Dacia,Sandero 0.9 TCE GLP,Gasolina,90,10.490,74.000,Las Palmas,2016,https://imgs.coches.com/coches/fotos/usados/2022/01/27/0/medium/85fd1637dc06e11ae545841f4a13dff5.jpg
Dacia,Dokker Van 1.5dCi Ambiance,Diesel,75,10.650,88.213,Madrid,2017,https://imgs.coches.com/coches/fotos/usados/2022/01/27/7/medium/8bcb71c8426859d858341c38a177a41c.jpg
Dacia,Duster 1.6 Prestige 4x2,Gasolina,115,15.500,95.000,Salamanca,2018,https://imgs.coches.com/coches/fotos/usados/2022/01/25/9/medium/1f0b7c9817124880e76b5faa19074f16.jpg
Dacia,Duster 1.5Blue dCi Prestige,Diesel,115,16.490,76.328,Valencia,2019,https://imgs.coches.com/coches/fotos/usados/2022/01/22/9/medium/7fed890144a8acef074f03022169e129.jpg
Dacia,Sandero 1.0 Ambiance 55kW,Gasolina,75,8.990,75.440,Las Palmas,2018,https://imgs.coches.com/coches/fotos/usados/2022/01/19/4/medium/5735c6d0d1a1b1a64bf5d4592a154e62.jpg
Ferrari,488 Pista,Gasolina,720,699.900,50,Barcelona,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/27/3/medium/03124670100d24c313-5228-4308-93ea-24d5d66685f7_01.jpg
Ferrari,488 GTB,Gasolina,670,216.000,31.700,Madrid,2016,https://imgs.coches.com/coches/fotos/usados/2021/10/04/4/medium/f5b63dc7d662693d90cfac014ae692e4.jpg
Ferrari,FF,Gasolina,660,144.900,27.357,Madrid,2012,https://imgs.coches.com/coches/fotos/usados/2021/11/16/f/medium/c9d275920f5ca8bc0e46775f0d3882fb.jpg
Ferrari,Maranello 550,Gasolina,485,95.000,65.000,Lleida,1997,https://imgs.coches.com/coches/fotos/usados/2021/10/27/b/medium/d217574b454219fe72ed54093254dd87.JPG
Ferrari,California,Gasolina,460,82.900,122.058,Madrid,2011,https://imgs.coches.com/coches/fotos/usados/2022/01/18/8/medium/031094096714551648_01.jpg
Ferrari,612,Gasolina,540,69.800,60.104,Madrid,2005,https://imgs.coches.com/coches/fotos/usados/2022/01/18/6/medium/031094057914267026_01.jpg
Ferrari,348 TS,Gasolina,300,57.700,74.280,Madrid,1993,https://imgs.coches.com/coches/fotos/usados/2022/01/14/e/medium/0310212847123163-Ferrari-348-ocasion-madrid.JPG
Ferrari,488 GTB,Gasolina,670,216.000,31.700,Madrid,2016,https://imgs.coches.com/coches/fotos/usados/2021/10/23/0/medium/02972517271.jpg
Ferrari,812 Superfast,Gasolina,799,395.000,3.900,Valencia,2019,https://imgs.coches.com/coches/fotos/usados/2021/06/28/8/medium/027906412207992c34-8656-424b-932b-801a5d2b16af_01.jpg
Ferrari,458 Italia,Gasolina,570,169.990,42.300,Tenerife,2014,https://imgs.coches.com/coches/fotos/usados/2021/12/15/1/medium/299ea92cabe0169aafd4f5c019d6ed48.jpeg
Ferrari,355 F Berlinetta,Gasolina,380,69.900,69.000,Barcelona,1999,https://imgs.coches.com/coches/fotos/usados/2021/09/18/5/medium/0291440321640x480.jpg
Ferrari,412 i,Gasolina,340,105.000,30.000,Barcelona,1988,https://imgs.coches.com/coches/fotos/usados/2021/12/11/7/medium/0304872971640x480.jpg
Ferrari,488 GTB,Gasolina,669,188.000,34.000,Valencia,2018,https://imgs.coches.com/coches/fotos/usados/2021/12/01/b/medium/0303329636640x480.jpg
Ferrari,512 F M,Gasolina,440,79.500,39.500,Barcelona,2004,https://imgs.coches.com/coches/fotos/usados/2021/12/24/5/medium/030684241300-1615891638_080.jpg
Ferrari,F430 F1,Gasolina,490,86.000,38.200,Ourense,2006,https://imgs.coches.com/coches/fotos/usados/2021/03/04/8/medium/0259073219640x480.jpg
Ferrari,,Gasolina,390,139.000,19.000,Barcelona,1991,https://imgs.coches.com/coches/fotos/usados/2021/01/24/8/medium/0252234774640x480.jpg
Ferrari,F430 Spider F1,Gasolina,490,94.490,42.000,Madrid,2007,https://imgs.coches.com/coches/foto_coche/2017/08/medium/06815267216283658.jpg
Ferrari,348 TS,Gasolina,300,97.000,32.098,Tenerife,1994,https://imgs.coches.com/coches/fotos/usados/2021/08/26/0/medium/e168c0a89dc35e69d2b76684e6cba40e.jpeg
Ferrari,F430 F1,Gasolina,490,82.500,61.000,Lleida,2005,https://imgs.coches.com/coches/fotos/usados/2021/07/21/6/medium/0282655594640x480.jpg
Ferrari,Maranello 575M F1,Gasolina,515,86.900,39.000,Ourense,2003,https://imgs.coches.com/coches/fotos/usados/2021/03/04/b/medium/0259073225640x480.jpg
Ferrari,348 TB,Gasolina,300,87.500,22.500,Barcelona,1990,https://imgs.coches.com/coches/fotos/usados/2020/11/26/c/medium/0242529955640x480.jpg
Fiat,Tipo 1.6 Multijet II,Diesel,120,14.990,858,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/11/6/medium/066ed484ac9ca8816d38b664cedea994.jpg
Fiat,500 1.0 Hybrid Dolcevita,Gasolina,70,15.290,9.881,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/02/b/medium/0303427321imagen.jpg
Fiat,500 1.0 Hybrid Dolcevita,Gasolina,70,15.290,9.953,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/24/4/medium/0302173529imagen.jpg
Fiat,Tipo 1.0 Live,Gasolina,100,16.900,13,Alicante,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/31/7/medium/03080597851638438226126.jpeg
Fiat,500 1.0 Hybrid Dolcevita,Gasolina,70,14.690,5,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/11/e/medium/03098722275d05debc-2efd-4e3b-940e-266f202bc93e_original.jpg
Fiat,500 e 87Kw Icon,Eléctrico,118,21.990,5,Avila,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/11/a/medium/671827ecbb69fdeadd6c8fbedf099ab9.jpg
Fiat,500 e 87Kw La Prima,Eléctrico,118,25.400,595,Malaga,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/21/c/medium/0311564277464000-1.png
Fiat,Tipo 1.0 Live,Gasolina,100,15.300,1,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/30/d/medium/1f2990559451a62a8b19c13fba1a8911.JPG
Fiat,500 e 70Kw Action,Eléctrico,95,15.800,15,Jaen,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/26/c/medium/0302490221imagen.jpg
Fiat,Tipo 1.0 City Live,Gasolina,100,13.300,1,Pontevedra,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/03/6/medium/79cb777c7d282a67232a6330d3626248.jpeg
Fiat,500 e 70Kw Action,Eléctrico,95,16.500,5,Avila,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/25/8/medium/083a197377d4f110d0ce5776fabae0b4.jpg
Fiat,Tipo 1.0 Live,Gasolina,100,15.390,7.000,Castellon,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/19/a/medium/0296752329017be03f-60f5-afeb-e872-c0c7907a9a0c.jpg
Fiat,Tipo 1.0 Live,Gasolina,100,15.290,5.000,Castellon,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/19/c/medium/0296752143017a8162-4b76-5b1f-0fab-d442b8165ecc.jpg
Fiat,Tipo SW 1.0 Life,Gasolina,100,16.500,1,Pontevedra,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/03/d/medium/bf11a1b9ffeca1b0e1eec2bde48325a4.jpeg
Fiat,Tipo SW 1.3 Multijet City,Diesel,95,18.400,1,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/1/medium/df91b24cf8048549df8dd5697eb4e5c1.jpg
Fiat,Tipo Sedán 1.0 City Life,Gasolina,100,16.300,1,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/5/medium/d71daa0c72d0d20d4898a4a9dac279b3.jpg
Fiat,Ducato e- Furgón Acristalado,Eléctrico,122,51.990,10,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/04/1/medium/0308780657ef376e71e3d96c3d6b2eefe44bf7d170_original.jpg
Fiat,Ducato e- Combi Acristalado,Eléctrico,122,49.595,500,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/10/5/medium/0304759665IMG_4100.JPG
Fiat,500 e 87Kw Icon,Eléctrico,118,25.200,1,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/24/f/medium/9ea9592e7f7de619c0c37feb76a6eebb.jpg
